0	1	2
7		133
7		136
7		139
7		142
7		151
7		153
7		154
7		156
7		161
7		162
7		163
7		166
7		168
7		171
7		172
7		174
7		176
7		177
7		181
7		182
7		183
7		185
7		188
7		190
7		191
7		193
7		195
7		196
7		200
7		203
7		205
7		207
7		208
7		210
7		212
7		223
7		226
7		227
7		228
7		232
7		241
7		259
7		260
7		264
7		266
7		268
7		269
7		273
7		281
7		285
7		288
7		300
7		307
7		334
7		378
7		382
7		385
7		389
7		393
7		396
7		399
7		401
7		404
7		418
7		420
7		423
7		428
7		430
7		431
7		432
7		435
7		448
7		450
7		451
7		455
7		461
7		471
7		472
7		479
7		480
7		481
7		482
7		483
7		484
7		485
7		489
7		491
7		492
7		495
7		496
7		497
7		498
8		7
8		22
8		50
8		56
8		79
8		89
8		127
8		144
8		172
8		176
8		182
8		183
8		188
8		190
8		210
8		258
8		294
8		301
8		338
8		385
8		457
9		6
9		286
9		298
9		340
9		479
9		487
10		1
10		4
10		7
10		13
10		16
10		22
10		48
10		56
10		64
10		98
10		99
10		100
10		124
10		127
10		132
10		133
10		135
10		144
10		155
10		156
10		160
10		164
10		168
10		175
10		176
10		183
10		186
10		191
10		194
10		195
10		199
10		200
10		203
10		218
10		223
10		234
10		269
10		275
10		283
10		285
10		289
10		294
10		321
10		340
10		367
10		371
10		385
10		418
10		420
10		435
10		447
10		461
10		463
10		474
10		475
10		483
10		486
10		488
10		489
10		493
10		495
10		496
10		497
10		498
11		9
11		12
11		22
11		38
11		40
11		47
11		51
11		90
11		94
11		97
11		100
11		109
11		110
11		111
11		120
11		135
11		175
11		185
11		190
11		191
11		194
11		203
11		204
11		215
11		216
11		227
11		230
11		241
11		260
11		268
11		277
11		291
11		300
11		312
11		350
11		383
11		395
11		402
11		425
11		428
11		429
11		435
11		455
12		15
12		28
12		50
12		71
12		82
12		96
12		97
12		132
12		143
12		157
12		172
12		191
12		196
12		200
12		204
12		276
12		282
12		300
12		318
12		381
12		402
12		471
13		2
13		11
13		14
13		21
13		24
13		25
13		27
13		29
13		40
13		42
13		45
13		48
13		56
13		59
13		61
13		64
13		66
13		71
13		72
13		73
13		88
13		90
13		94
13		97
13		98
13		100
13		109
13		118
13		121
13		124
13		137
13		144
13		147
13		150
13		153
13		154
13		161
13		167
13		168
13		173
13		178
13		180
13		181
13		185
13		186
13		190
13		195
13		196
13		198
13		201
13		208
13		210
13		212
13		215
13		217
13		219
13		226
13		229
13		230
13		232
13		238
13		243
13		258
13		261
13		263
13		265
13		268
13		269
13		270
13		271
13		272
13		273
13		276
13		281
13		287
13		289
13		290
13		294
13		300
13		301
13		302
13		303
13		305
13		308
13		312
13		314
13		315
13		317
13		318
13		319
13		320
13		331
13		333
13		334
13		338
13		340
13		341
13		343
13		344
13		345
13		349
13		351
13		353
13		354
13		360
13		363
13		377
13		379
13		384
13		385
13		387
13		391
13		396
13		402
13		405
13		409
13		414
13		416
13		418
13		420
13		421
13		423
13		428
13		431
13		436
13		437
13		440
13		443
13		447
13		449
13		450
13		451
13		452
13		457
13		467
13		472
13		476
13		477
13		480
13		481
13		482
13		483
13		488
13		493
13		498
14		7
14		9
14		13
14		14
14		15
14		18
14		22
14		23
14		42
14		50
14		56
14		70
14		93
14		98
14		100
14		111
14		116
14		121
14		151
14		168
14		172
14		174
14		175
14		176
14		181
14		202
14		204
14		211
14		213
14		242
14		269
14		275
14		283
14		285
14		313
14		357
14		408
14		455
14		474
14		475
14		477
14		492
14		498
15		1
15		7
15		9
15		18
15		20
15		25
15		127
15		137
15		148
15		222
15		244
15		274
15		278
15		286
15		289
15		300
15		301
15		307
15		331
15		405
15		411
15		458
15		459
15		471
15		473
15		476
16		7
16		8
16		9
16		22
16		27
16		28
16		31
16		51
16		55
16		56
16		64
16		69
16		70
16		76
16		89
16		92
16		96
16		99
16		134
16		144
16		151
16		155
16		156
16		160
16		161
16		164
16		168
16		174
16		178
16		182
16		183
16		191
16		194
16		195
16		197
16		209
16		228
16		230
16		233
16		284
16		288
16		294
16		300
16		318
16		357
16		418
16		443
16		447
16		471
16		479
16		482
16		496
17		1
17		9
17		13
17		125
17		151
17		237
17		245
18		1
18		12
18		13
18		14
18		19
18		25
18		26
18		47
18		57
18		58
18		64
18		69
18		70
18		71
18		82
18		86
18		89
18		97
18		99
18		113
18		126
18		131
18		135
18		136
18		151
18		152
18		154
18		162
18		169
18		170
18		179
18		180
18		181
18		182
18		185
18		186
18		188
18		190
18		191
18		193
18		194
18		195
18		196
18		199
18		202
18		209
18		214
18		215
18		224
18		234
18		237
18		241
18		275
18		276
18		286
18		318
18		367
18		387
18		393
18		408
18		423
18		428
18		432
18		443
18		451
18		462
18		463
18		479
18		483
18		485
18		487
18		488
18		494
18		496
18		497
18		498
19		4
19		153
19		201
19		258
19		310
19		313
19		382
19		435
20		1
20		11
20		69
20		87
20		95
20		98
20		118
20		121
20		144
20		172
20		176
20		186
20		194
20		208
20		252
20		288
20		405
21		56
21		98
21		100
21		103
21		106
21		118
21		121
21		129
21		148
21		164
21		184
21		217
21		218
21		219
21		222
21		234
21		242
21		245
21		258
21		288
21		291
21		292
21		294
21		295
21		298
21		299
21		319
21		320
21		324
21		325
21		326
21		327
21		328
21		370
21		396
21		424
21		439
21		440
21		441
21		445
21		447
21		448
21		452
21		457
21		473
22		29
22		79
22		80
22		96
22		110
22		117
22		118
22		121
22		128
22		153
22		154
22		168
22		172
22		173
22		176
22		186
22		194
22		195
22		204
22		208
22		222
22		226
22		227
22		230
22		238
22		241
22		258
22		294
22		358
22		376
22		377
22		386
22		393
22		399
22		403
22		407
22		411
22		433
22		435
22		455
22		456
23		1
23		13
23		28
23		32
23		50
23		70
23		71
23		83
23		88
23		90
23		98
23		99
23		109
23		133
23		143
23		170
23		172
23		177
23		183
23		188
23		189
23		191
23		196
23		209
23		213
23		215
23		219
23		222
23		228
23		229
23		238
23		257
23		258
23		269
23		315
23		323
23		357
23		380
23		381
23		385
23		404
23		405
23		419
23		421
23		427
23		463
23		483
24		9
24		25
24		56
24		64
24		100
24		109
24		117
24		129
24		153
24		178
24		191
24		216
24		258
24		275
24		286
24		294
24		318
24		358
24		367
24		372
24		427
24		475
24		477
25		8
25		13
25		25
25		50
25		114
25		127
25		135
25		151
25		169
25		174
25		181
25		189
25		197
25		208
25		222
25		228
25		238
25		239
25		257
25		258
25		269
25		275
25		357
25		427
25		432
25		455
25		477
25		478
25		480
25		498
26		7
26		9
26		13
26		15
26		25
26		100
26		117
26		125
26		127
26		150
26		235
26		237
26		240
26		255
26		257
26		258
26		269
26		286
26		292
26		294
26		315
26		321
26		322
26		333
26		343
26		410
26		455
26		476
27		100
27		121
27		246
27		281
27		295
27		298
27		325
27		370
27		475
28		7
28		12
28		50
28		70
28		79
28		89
28		95
28		98
28		100
28		143
28		145
28		153
28		173
28		174
28		184
28		201
28		209
28		217
28		218
28		222
28		223
28		228
28		234
28		258
28		271
28		282
28		294
28		380
28		423
28		436
28		441
28		450
28		479
28		480
29		98
29		189
29		245
29		259
29		269
29		270
29		294
29		302
29		332
29		343
29		358
30		7
30		28
30		82
30		181
30		231
30		255
30		286
30		289
30		294
30		301
30		435
31		79
31		124
31		135
31		302
31		321
31		484
31		493
31		498
32		100
32		117
32		118
32		122
32		151
32		235
32		245
32		246
32		249
32		250
32		257
32		259
32		276
32		290
32		294
33		258
33		292
33		307
33		313
33		328
33		333
33		343
34		242
34		245
34		259
34		286
34		299
34		310
34		312
34		329
34		332
35		242
35		243
35		259
35		322
35		332
36		268
36		269
36		307
36		310
36		319
36		339
37		11
37		22
37		24
37		55
37		56
37		79
37		117
37		161
37		176
37		183
37		195
37		222
37		265
37		288
37		363
37		403
38		1
38		22
38		28
38		67
38		71
38		79
38		82
38		88
38		94
38		95
38		99
38		118
38		122
38		133
38		139
38		140
38		145
38		153
38		161
38		211
38		216
38		218
38		225
38		226
38		234
38		252
38		257
38		318
38		328
38		383
38		384
38		389
38		392
38		393
38		403
38		404
38		419
38		423
38		424
38		432
38		444
38		450
38		465
39		258
39		300
39		306
39		315
39		333
39		345
39		347
39		352
40		243
40		258
40		268
40		271
40		294
40		303
40		333
40		340
40		345
40		347
41		1
41		28
41		31
41		69
41		98
41		100
41		153
41		170
41		174
41		181
41		209
41		265
41		286
41		289
41		313
41		423
41		435
41		486
42		12
42		25
42		28
42		44
42		48
42		63
42		69
42		70
42		72
42		77
42		79
42		82
42		88
42		95
42		96
42		98
42		99
42		102
42		118
42		121
42		131
42		142
42		143
42		172
42		176
42		183
42		185
42		194
42		195
42		196
42		204
42		210
42		211
42		215
42		216
42		222
42		230
42		234
42		265
42		274
42		276
42		280
42		281
42		357
42		367
42		380
42		403
42		404
42		405
42		409
42		410
42		413
42		418
42		423
42		428
42		432
42		451
42		456
42		479
42		496
43		1
43		5
43		7
43		11
43		14
43		15
43		17
43		26
43		40
43		47
43		49
43		50
43		51
43		52
43		54
43		56
43		63
43		64
43		66
43		71
43		77
43		91
43		95
43		98
43		114
43		117
43		118
43		120
43		137
43		151
43		153
43		155
43		161
43		173
43		175
43		181
43		191
43		203
43		204
43		210
43		215
43		216
43		225
43		235
43		237
43		238
43		241
43		252
43		271
43		272
43		275
43		284
43		285
43		286
43		289
43		298
43		300
43		302
43		315
43		316
43		318
43		321
43		323
43		328
43		336
43		371
43		382
43		393
43		402
43		403
43		405
43		409
43		423
43		432
43		471
43		486
43		498
44		5
44		9
44		11
44		15
44		21
44		55
44		56
44		82
44		88
44		91
44		95
44		96
44		106
44		118
44		120
44		123
44		147
44		148
44		153
44		155
44		161
44		164
44		168
44		174
44		176
44		185
44		191
44		193
44		195
44		202
44		204
44		208
44		209
44		214
44		216
44		227
44		228
44		229
44		230
44		237
44		238
44		240
44		245
44		250
44		252
44		257
44		258
44		274
44		294
44		317
44		357
44		378
44		385
44		412
44		433
44		434
44		443
44		449
44		470
44		474
45		1
45		15
45		21
45		25
45		100
45		108
45		109
45		118
45		121
45		127
45		237
45		276
45		472
45		473
45		476
46		7
46		127
46		151
46		181
46		288
46		294
46		307
46		313
46		327
46		328
46		333
47		268
47		292
47		302
47		306
47		321
47		323
47		324
47		340
48		28
48		50
48		71
48		132
48		170
48		172
48		174
48		181
48		187
48		195
48		202
48		210
48		228
48		259
48		266
48		286
48		306
48		308
48		309
48		423
48		425
48		427
48		433
49		1
49		3
49		7
49		10
49		11
49		17
49		38
49		39
49		40
49		47
49		49
49		52
49		53
49		55
49		56
49		68
49		70
49		72
49		95
49		100
49		101
49		102
49		108
49		111
49		116
49		117
49		122
49		123
49		129
49		143
49		148
49		151
49		168
49		172
49		173
49		175
49		179
49		185
49		202
49		204
49		213
49		219
49		231
49		238
49		258
49		268
49		290
49		294
49		299
49		302
49		312
49		313
49		325
49		334
49		343
49		346
49		347
49		369
49		385
49		386
49		401
49		406
49		413
49		418
49		423
49		462
49		473
49		476
