0	1	2
6		472
6		473
6		474
6		482
6		485
6		489
6		490
6		491
6		493
6		494
6		495
6		496
6		497
7		4
7		9
7		11
7		12
7		23
7		25
7		27
7		29
7		31
7		39
7		47
7		50
7		51
7		52
7		56
7		62
7		64
7		68
7		69
7		70
7		71
7		73
7		77
7		80
7		86
7		91
7		96
7		97
7		98
7		99
7		100
7		125
7		132
7		134
7		135
7		140
7		141
7		143
7		144
7		145
7		152
7		157
7		164
7		173
7		175
7		178
7		179
7		180
7		186
7		187
7		192
7		194
7		197
7		198
7		199
7		201
7		202
7		204
7		211
7		213
7		214
7		215
7		216
7		217
7		219
7		229
7		230
7		231
7		234
7		237
7		238
7		258
7		265
7		275
7		286
7		294
7		309
7		317
7		318
7		324
7		341
7		356
7		357
7		365
7		367
7		379
7		380
7		384
7		386
7		387
7		391
7		402
7		403
7		405
7		415
7		416
7		417
7		419
7		421
7		427
7		429
7		433
7		434
7		436
7		440
7		441
7		443
7		444
7		446
7		447
7		449
7		452
7		463
7		465
7		470
7		474
7		487
7		488
7		499
8		11
8		55
8		82
8		96
8		174
8		177
8		181
8		187
8		195
8		222
8		227
8		228
8		229
8		233
8		241
8		243
8		259
8		260
8		273
8		336
8		341
8		358
8		403
8		431
8		435
9		7
9		50
9		201
9		242
9		276
9		294
9		371
9		385
9		402
9		483
10		9
10		11
10		12
10		23
10		32
10		33
10		40
10		50
10		59
10		60
10		69
10		70
10		82
10		85
10		93
10		116
10		129
10		134
10		137
10		153
10		157
10		161
10		162
10		170
10		174
10		178
10		179
10		180
10		182
10		185
10		192
10		197
10		198
10		205
10		211
10		216
10		221
10		230
10		238
10		245
10		273
10		274
10		276
10		286
10		302
10		319
10		333
10		334
10		357
10		404
10		414
10		430
10		432
10		462
10		467
10		470
10		478
10		479
10		480
10		482
10		484
10		499
11		8
11		11
11		15
11		24
11		25
11		28
11		29
11		39
11		42
11		52
11		54
11		56
11		57
11		58
11		69
11		70
11		79
11		83
11		86
11		88
11		98
11		107
11		121
11		123
11		125
11		168
11		173
11		176
11		180
11		196
11		208
11		211
11		213
11		222
11		228
11		229
11		237
11		238
11		239
11		258
11		259
11		274
11		286
11		290
11		301
11		317
11		318
11		324
11		332
11		356
11		357
11		365
11		367
11		370
11		372
11		382
11		386
11		393
11		399
11		401
11		405
11		414
11		423
11		427
11		430
11		431
11		433
11		434
11		449
11		451
12		4
12		69
12		88
12		98
12		127
12		133
12		159
12		161
12		168
12		170
12		174
12		195
12		202
12		203
12		215
12		216
12		228
12		238
12		242
12		328
12		392
12		416
12		480
13		1
13		4
13		5
13		7
13		8
13		9
13		12
13		13
13		17
13		22
13		23
13		28
13		32
13		33
13		37
13		38
13		39
13		49
13		50
13		51
13		53
13		58
13		60
13		62
13		67
13		68
13		69
13		70
13		78
13		79
13		82
13		83
13		86
13		87
13		89
13		91
13		92
13		95
13		96
13		99
13		110
13		111
13		116
13		117
13		127
13		128
13		132
13		135
13		138
13		141
13		143
13		145
13		152
13		155
13		157
13		158
13		160
13		163
13		164
13		165
13		166
13		170
13		172
13		174
13		175
13		176
13		177
13		179
13		182
13		183
13		184
13		187
13		188
13		191
13		193
13		194
13		197
13		199
13		200
13		202
13		204
13		205
13		209
13		211
13		216
13		218
13		222
13		223
13		224
13		225
13		227
13		228
13		231
13		233
13		234
13		235
13		237
13		239
13		241
13		242
13		260
13		262
13		264
13		274
13		275
13		279
13		280
13		285
13		286
13		288
13		292
13		299
13		306
13		307
13		310
13		311
13		313
13		316
13		321
13		322
13		323
13		326
13		327
13		328
13		329
13		332
13		336
13		339
13		342
13		346
13		347
13		348
13		350
13		355
13		357
13		358
13		362
13		367
13		370
13		371
13		382
13		393
13		394
13		398
13		400
13		401
13		403
13		404
13		406
13		410
13		411
13		413
13		417
13		419
13		424
13		427
13		429
13		430
13		432
13		433
13		435
13		438
13		439
13		441
13		442
13		444
13		445
13		446
13		448
13		453
13		455
13		462
13		463
13		471
13		473
13		474
13		475
13		478
13		484
13		485
13		491
13		492
13		494
13		497
14		12
14		19
14		25
14		32
14		81
14		96
14		124
14		127
14		173
14		186
14		191
14		195
14		210
14		222
14		238
14		240
14		265
14		276
14		288
14		302
14		319
14		382
14		427
14		428
14		430
14		473
15		13
15		14
15		15
15		50
15		111
15		118
15		121
15		125
15		181
15		220
15		225
15		235
15		237
15		243
15		248
15		249
15		251
15		252
15		255
15		257
15		258
15		269
15		275
15		280
15		282
15		283
15		285
15		291
15		292
15		297
15		302
15		303
15		306
15		308
15		310
15		322
15		323
15		328
15		333
15		409
15		455
15		472
16		1
16		4
16		11
16		12
16		15
16		33
16		39
16		58
16		66
16		71
16		79
16		87
16		95
16		98
16		100
16		109
16		125
16		127
16		135
16		143
16		152
16		158
16		172
16		180
16		199
16		200
16		202
16		204
16		208
16		216
16		227
16		234
16		237
16		240
16		273
16		282
16		286
16		302
16		321
16		367
16		385
16		404
16		410
16		423
16		427
16		448
16		467
16		469
16		476
16		480
16		498
17		7
17		100
17		111
17		117
17		126
17		137
17		150
17		221
17		222
17		243
17		269
17		276
17		286
17		294
17		323
17		471
17		475
18		4
18		6
18		8
18		9
18		15
18		22
18		23
18		28
18		32
18		42
18		45
18		48
18		50
18		52
18		56
18		59
18		60
18		61
18		65
18		66
18		72
18		79
18		81
18		83
18		88
18		91
18		94
18		95
18		98
18		100
18		111
18		116
18		125
18		127
18		132
18		133
18		134
18		137
18		142
18		143
18		153
18		157
18		165
18		166
18		168
18		172
18		174
18		175
18		177
18		178
18		187
18		189
18		197
18		198
18		200
18		204
18		208
18		210
18		211
18		212
18		213
18		216
18		221
18		223
18		236
18		238
18		242
18		269
18		283
18		284
18		285
18		287
18		317
18		319
18		357
18		378
18		381
18		382
18		386
18		392
18		402
18		403
18		404
18		411
18		414
18		416
18		418
18		419
18		425
18		427
18		430
18		434
18		435
18		461
18		474
18		476
18		478
18		480
18		482
18		486
18		489
18		492
18		493
19		8
19		202
19		210
19		211
19		268
19		288
19		294
19		319
19		325
20		15
20		22
20		50
20		82
20		94
20		143
20		148
20		151
20		174
20		181
20		204
20		210
20		243
20		274
20		323
20		357
20		378
20		423
20		496
20		498
21		1
21		5
21		7
21		9
21		15
21		17
21		50
21		53
21		123
21		127
21		145
21		185
21		200
21		201
21		240
21		243
21		244
21		259
21		260
21		261
21		262
21		263
21		264
21		273
21		281
21		286
21		289
21		300
21		301
21		321
21		322
21		323
21		330
21		358
21		379
21		406
21		408
21		413
21		436
21		437
21		438
21		443
21		444
21		453
22		2
22		4
22		17
22		21
22		24
22		50
22		53
22		62
22		68
22		85
22		89
22		94
22		105
22		109
22		127
22		144
22		161
22		163
22		167
22		174
22		175
22		181
22		184
22		187
22		201
22		202
22		209
22		210
22		211
22		216
22		228
22		229
22		231
22		233
22		250
22		265
22		290
22		367
22		384
22		385
22		405
22		430
22		431
22		449
22		451
23		7
23		8
23		14
23		19
23		55
23		56
23		59
23		62
23		73
23		79
23		82
23		89
23		91
23		95
23		96
23		100
23		102
23		116
23		124
23		131
23		132
23		134
23		144
23		145
23		151
23		153
23		154
23		155
23		156
23		161
23		162
23		171
23		173
23		174
23		175
23		176
23		181
23		185
23		194
23		195
23		202
23		203
23		204
23		211
23		214
23		216
23		217
23		224
23		227
23		230
23		234
23		235
23		250
23		275
23		283
23		294
23		367
23		386
23		387
23		408
23		414
23		418
23		423
23		432
23		433
23		449
23		451
23		472
23		479
24		7
24		8
24		11
24		12
24		41
24		55
24		58
24		69
24		71
24		79
24		92
24		97
24		98
24		127
24		132
24		151
24		173
24		176
24		180
24		200
24		223
24		237
24		238
24		249
24		276
24		288
24		289
24		300
24		324
24		357
24		402
24		421
24		486
25		1
25		7
25		23
25		79
25		82
25		86
25		98
25		116
25		121
25		125
25		131
25		133
25		134
25		141
25		143
25		173
25		176
25		177
25		183
25		186
25		195
25		204
25		265
25		404
25		408
25		419
25		430
25		463
25		474
25		479
25		495
26		1
26		14
26		24
26		50
26		109
26		111
26		116
26		118
26		121
26		122
26		126
26		129
26		148
26		151
26		181
26		222
26		246
26		248
26		249
26		250
26		252
26		271
26		274
26		276
26		282
26		283
26		284
26		288
26		291
26		293
26		298
26		300
26		302
26		304
26		313
26		316
26		323
26		328
26		369
26		405
26		413
26		456
26		458
26		471
26		475
27		9
27		50
27		118
27		123
27		148
27		244
27		286
27		288
28		5
28		11
28		28
28		31
28		56
28		96
28		117
28		164
28		176
28		185
28		195
28		196
28		200
28		219
28		227
28		229
28		230
28		286
28		288
28		322
28		323
28		332
28		429
28		434
28		443
28		444
28		447
28		448
28		449
29		12
29		79
29		180
29		182
29		264
29		268
29		286
29		300
29		303
29		306
29		312
29		326
29		480
30		2
30		29
30		50
30		69
30		135
30		161
30		164
30		172
30		174
30		242
30		252
30		257
30		258
30		259
30		304
30		313
30		315
30		319
30		321
30		403
31		32
31		136
31		153
31		175
31		192
31		262
31		268
31		271
31		299
31		303
31		306
31		319
31		328
31		340
31		490
32		7
32		9
32		50
32		111
32		181
32		222
32		240
32		248
32		268
32		271
32		288
32		298
32		307
32		313
32		405
32		408
32		455
32		475
33		245
33		260
33		271
33		288
33		294
33		300
33		323
33		329
33		339
33		348
34		288
34		289
34		292
34		294
34		324
35		258
35		261
35		264
35		266
35		300
35		321
35		326
35		327
35		328
35		333
35		358
36		261
36		288
36		289
36		333
36		358
37		7
37		27
37		50
37		62
37		68
37		82
37		89
37		92
37		96
37		118
37		121
37		127
37		147
37		172
37		174
37		210
37		226
37		230
37		231
37		233
37		273
37		385
37		405
37		472
38		35
38		69
38		70
38		78
38		84
38		97
38		105
38		112
38		127
38		144
38		155
38		162
38		185
38		188
38		195
38		200
38		202
38		243
38		247
38		259
38		288
38		294
38		313
38		326
38		356
38		395
38		400
38		401
38		402
38		405
38		406
38		409
38		410
38		411
38		413
38		418
38		420
38		433
38		445
38		447
38		451
38		452
39		269
39		270
39		272
39		288
39		294
39		301
39		302
39		307
39		313
39		319
39		339
40		242
40		245
40		259
40		269
40		270
40		272
40		286
40		300
40		302
40		305
40		310
40		316
40		321
40		328
40		337
40		343
40		346
40		358
41		50
41		56
41		58
41		96
41		97
41		135
41		152
41		156
41		168
41		173
41		175
41		180
41		188
41		191
41		194
41		195
41		196
41		202
41		205
41		216
41		238
41		276
41		318
41		357
41		414
41		430
41		474
42		1
42		2
42		15
42		38
42		43
42		50
42		54
42		58
42		64
42		66
42		71
42		73
42		83
42		86
42		87
42		97
42		103
42		111
42		125
42		132
42		135
42		136
42		141
42		151
42		161
42		168
42		173
42		174
42		175
42		181
42		202
42		203
42		219
42		227
42		228
42		229
42		237
42		239
42		273
42		282
42		283
42		284
42		290
42		294
42		318
42		369
42		371
42		385
42		387
42		402
42		411
42		419
42		427
42		433
42		443
42		462
42		467
42		468
42		469
42		471
42		491
43		3
43		4
43		8
43		9
43		12
43		25
43		28
43		58
43		69
43		70
43		73
43		79
43		82
43		86
43		88
43		97
43		100
43		102
43		111
43		121
43		122
43		123
43		124
43		127
43		131
43		133
43		140
43		143
43		144
43		168
43		169
43		172
43		174
43		186
43		189
43		196
43		202
43		208
43		211
43		217
43		222
43		226
43		231
43		248
43		250
43		254
43		257
43		258
43		269
43		274
43		276
43		277
43		278
43		280
43		283
43		290
43		291
43		294
43		301
43		312
43		313
43		317
43		347
43		354
43		367
43		385
43		408
43		411
43		418
43		421
43		473
43		479
43		482
43		491
43		496
44		1
44		7
44		22
44		24
44		25
44		31
44		50
44		64
44		67
44		69
44		71
44		81
44		87
44		89
44		90
44		97
44		98
44		99
44		100
44		102
44		109
44		121
44		132
44		133
44		135
44		143
44		144
44		151
44		157
44		159
44		163
44		172
44		173
44		175
44		181
44		183
44		190
44		194
44		196
44		197
44		198
44		200
44		201
44		211
44		222
44		231
44		249
44		260
44		298
44		307
44		313
44		318
44		328
44		380
44		405
44		419
44		423
44		427
44		429
44		432
44		447
44		448
44		450
44		480
44		496
45		7
45		13
45		24
45		50
45		111
45		151
45		181
45		225
45		257
45		278
45		282
45		284
45		288
45		411
46		50
46		93
46		100
46		125
46		245
46		262
46		286
46		300
46		305
46		332
47		258
47		262
47		269
47		286
47		288
47		289
47		301
47		303
47		304
47		305
47		307
47		322
47		327
48		56
48		98
48		136
48		183
48		185
48		191
48		193
48		194
48		209
48		215
48		243
48		269
48		289
48		294
48		302
48		323
48		357
48		428
48		479
48		480
48		483
48		496
49		2
49		4
49		8
49		12
49		13
49		25
49		42
49		50
49		54
49		57
49		62
49		71
49		77
49		80
49		82
49		85
49		90
49		91
49		93
49		96
49		98
49		99
49		121
49		145
49		147
49		154
49		159
49		161
49		171
49		174
49		181
49		182
49		200
49		208
49		209
49		217
49		218
49		225
49		235
49		239
49		240
49		256
49		262
49		270
49		283
49		287
49		289
49		300
49		301
49		320
49		324
49		328
49		358
49		367
49		372
49		382
49		396
49		403
49		404
49		419
49		420
49		428
49		432
49		433
49		455
49		465
49		475
49		477
50		15
50		100
50		124
50		268
50		276
50		288
50		319
50		324
50		327
51		50
51		83
51		134
51		136
51		144
51		172
51		173
51		181
51		184
51		203
51		210
51		479
52		7
52		13
52		19
52		22
52		25
52		100
52		107
52		111
52		117
52		121
52		126
52		151
52		191
52		204
52		237
52		258
52		277
52		282
52		285
52		288
52		302
52		318
52		333
52		463
52		471
52		473
53		7
53		15
53		25
53		50
53		64
53		96
53		118
53		121
53		151
53		156
53		257
53		284
54		1
54		7
54		24
54		25
54		100
54		117
54		148
54		151
54		181
54		240
54		245
54		250
54		252
54		255
54		272
54		288
54		291
54		295
54		307
54		328
54		338
54		340
54		346
54		405
54		471
55		7
55		22
55		50
55		79
55		117
55		118
55		121
55		174
55		181
56		11
56		22
56		28
56		42
56		50
56		53
56		62
56		66
56		67
56		78
56		87
56		88
56		89
56		97
56		111
56		114
56		117
56		144
56		151
56		153
56		154
56		158
56		161
56		167
56		173
56		176
56		183
56		191
56		193
56		200
56		204
56		210
56		225
56		226
56		227
56		229
56		232
56		233
56		234
56		237
56		238
56		265
56		280
56		281
56		295
56		298
56		300
56		323
56		373
56		376
56		385
56		386
56		393
56		395
56		399
56		403
56		405
56		408
56		410
56		421
56		423
56		441
56		443
56		473
56		483
57		1
57		8
57		11
57		15
57		24
57		42
57		50
57		64
57		105
57		109
57		111
57		117
57		121
57		125
57		126
57		144
57		168
57		181
57		194
57		195
57		240
57		245
57		249
57		257
57		258
57		284
57		288
57		295
57		318
57		323
57		405
57		471
57		472
57		473
57		475
57		477
57		496
58		1
58		7
58		11
58		12
58		25
58		56
58		70
58		98
58		111
58		116
58		121
58		124
58		127
58		134
58		135
58		137
58		151
58		153
58		168
58		169
58		171
58		172
58		174
58		175
58		176
58		181
58		185
58		189
58		191
58		199
58		200
58		203
58		209
58		210
58		213
58		223
58		238
58		249
58		255
58		269
58		300
58		310
58		313
58		354
58		367
58		405
58		433
58		462
58		463
58		474
58		491
58		496
58		497
59		1
59		3
59		4
59		9
59		11
59		15
59		22
59		24
59		28
59		30
59		32
59		42
59		44
59		51
59		52
59		53
59		55
59		56
59		58
59		59
59		60
59		61
59		64
59		68
59		69
59		73
59		79
59		81
59		83
59		86
59		87
59		89
59		90
59		91
59		96
59		97
59		99
59		106
59		111
59		116
59		123
59		129
59		133
59		135
59		137
59		143
59		147
59		149
59		151
59		161
59		168
59		174
59		176
59		179
59		180
59		181
59		182
59		184
59		185
59		187
59		190
59		191
59		193
59		194
59		197
59		198
59		199
59		201
59		205
59		210
59		211
59		212
59		216
59		219
59		220
59		226
59		228
59		232
59		234
59		237
59		240
59		243
59		265
59		273
59		276
59		277
59		284
59		285
59		288
59		290
59		313
59		321
59		357
59		369
59		371
59		380
59		392
59		393
59		402
59		403
59		404
59		410
59		416
59		423
59		425
59		430
59		432
59		434
59		435
59		436
59		443
59		451
59		458
59		462
59		465
59		466
59		472
59		474
59		477
59		479
59		480
59		483
59		484
59		489
59		491
59		492
59		498
60		7
60		8
60		9
60		12
60		15
60		23
60		30
60		50
60		59
60		69
60		70
60		73
60		89
60		95
60		96
60		97
60		121
60		128
60		131
60		133
60		134
60		135
60		136
60		141
60		144
60		153
60		160
60		166
60		168
60		173
60		174
60		175
60		181
60		185
60		195
60		204
60		205
60		209
60		210
60		211
60		212
60		215
60		225
60		227
60		228
60		229
60		230
60		237
60		265
60		275
60		286
60		327
60		357
60		366
60		378
60		385
60		393
60		404
60		405
60		411
60		418
60		419
60		423
60		429
60		433
60		434
60		435
60		445
60		479
60		482
60		483
60		484
60		491
60		494
60		496
61		258
61		269
61		271
61		294
61		300
61		301
61		304
61		310
61		327
61		333
62		1
62		7
62		9
62		13
62		15
62		22
62		44
62		50
62		53
62		56
62		62
62		64
62		69
62		70
62		71
62		72
62		76
62		81
62		82
62		83
62		91
62		97
62		98
62		116
62		117
62		127
62		128
62		129
62		134
62		144
62		151
62		159
62		167
62		170
62		171
62		172
62		174
62		188
62		190
62		191
62		195
62		196
62		199
62		204
62		207
62		210
62		215
62		217
62		222
62		230
62		237
62		238
62		241
62		245
62		250
62		252
62		271
62		273
62		275
62		276
62		283
62		285
62		290
62		357
62		380
62		387
62		402
62		403
62		405
62		431
62		436
62		451
62		455
62		463
62		466
62		472
62		474
62		483
63		1
63		3
63		10
63		14
63		15
63		25
63		79
63		108
63		121
63		137
63		181
63		224
63		257
63		258
63		259
63		262
63		269
63		276
63		282
63		283
63		284
63		285
63		286
63		287
63		294
63		302
63		321
63		322
63		325
63		333
63		405
63		473
63		475
63		480
64		10
64		11
64		22
64		28
64		31
64		32
64		48
64		50
64		79
64		81
64		82
64		87
64		89
64		91
64		97
64		98
64		101
64		111
64		121
64		127
64		132
64		135
64		141
64		143
64		144
64		153
64		162
64		168
64		172
64		174
64		179
64		182
64		183
64		184
64		185
64		186
64		188
64		190
64		191
64		194
64		195
64		196
64		197
64		203
64		209
64		210
64		218
64		227
64		228
64		234
64		235
64		237
64		241
64		258
64		265
64		269
64		271
64		273
64		275
64		288
64		300
64		310
64		313
64		326
64		340
64		347
64		356
64		384
64		389
64		405
64		419
64		423
64		425
64		431
64		434
64		435
64		436
64		463
64		475
64		480
64		496
65		1
65		9
65		15
65		25
65		28
65		50
65		63
65		64
65		65
65		66
65		69
65		73
65		77
65		87
65		88
65		98
65		111
65		168
65		178
65		179
65		185
65		194
65		215
65		237
65		238
65		255
65		258
65		294
65		356
65		365
65		378
65		392
65		393
65		402
65		423
65		471
65		476
66		9
66		24
66		50
66		121
66		127
66		237
66		248
66		257
66		282
66		284
66		286
66		294
66		295
66		300
66		405
67		24
67		25
67		105
67		117
67		125
67		235
67		273
67		412
68		9
68		25
68		111
68		121
68		127
68		181
68		258
68		275
68		276
68		286
68		409
68		458
68		475
69		7
69		42
69		50
69		79
69		98
69		117
69		123
69		124
69		172
69		181
69		182
69		197
69		222
69		234
69		235
69		236
69		237
69		245
69		246
69		265
69		273
69		282
69		288
69		289
69		294
69		298
69		302
69		307
69		334
69		475
70		1
70		8
70		15
70		24
70		28
70		63
70		79
70		83
70		88
70		91
70		94
70		95
70		99
70		101
70		132
70		135
70		142
70		143
70		150
70		161
70		168
70		172
70		173
70		174
70		175
70		181
70		183
70		204
70		208
70		214
70		222
70		225
70		227
70		229
70		230
70		231
70		257
70		264
70		289
70		300
70		313
70		343
70		380
70		393
70		403
70		404
70		405
70		408
70		411
70		418
70		429
70		449
70		450
70		451
70		473
70		483
70		496
71		6
71		14
71		52
71		64
71		98
71		100
71		153
71		168
71		174
71		175
71		177
71		181
71		197
71		248
71		257
71		282
71		286
71		302
71		357
71		429
72		1
72		2
72		5
72		7
72		9
72		15
72		23
72		25
72		50
72		56
72		58
72		69
72		77
72		81
72		97
72		98
72		106
72		118
72		134
72		147
72		170
72		174
72		187
72		188
72		191
72		194
72		197
72		198
72		212
72		215
72		220
72		222
72		228
72		229
72		233
72		237
72		241
72		271
72		318
72		380
72		402
72		403
72		405
72		443
72		461
72		466
72		471
72		476
72		493
73		1
73		32
73		59
73		64
73		82
73		96
73		129
73		135
73		152
73		153
73		154
73		171
73		175
73		179
73		183
73		187
73		188
73		197
73		213
73		246
73		255
73		268
73		269
73		272
73		285
73		289
73		382
73		433
74		7
74		13
74		245
74		258
74		268
74		276
74		294
74		300
74		302
74		307
74		313
74		315
74		328
74		331
74		340
74		351
74		354
74		358
75		1
75		13
75		25
75		56
75		79
75		111
75		114
75		117
75		123
75		129
75		196
75		220
75		222
75		225
75		235
75		289
75		294
75		301
75		304
75		322
75		323
75		405
75		408
75		413
75		427
75		460
75		473
75		477
76		6
76		7
76		24
76		42
76		56
76		60
76		70
76		77
76		93
76		96
76		129
76		137
76		156
76		172
76		182
76		192
76		203
76		216
76		223
76		264
76		270
76		293
76		318
76		324
76		343
76		358
77		1
77		15
77		25
77		28
77		31
77		42
77		56
77		96
77		97
77		98
77		121
77		127
77		132
77		133
77		134
77		154
77		156
77		173
77		175
77		183
77		191
77		192
77		199
77		201
77		209
77		215
77		222
77		228
77		246
77		250
77		252
77		268
77		455
78		25
78		93
78		237
78		257
78		288
78		294
78		301
78		327
78		411
78		476
79		1
79		10
79		19
79		93
79		116
79		222
79		236
79		257
79		258
79		268
79		275
79		276
79		283
79		285
79		306
79		311
79		319
79		333
79		340
80		64
80		79
80		86
80		100
80		154
80		205
80		213
80		237
80		260
80		303
80		483
81		1
81		25
81		42
81		79
81		100
81		111
81		116
81		121
81		150
81		186
81		210
81		237
81		269
81		275
81		276
81		283
81		284
81		288
81		289
81		405
81		456
81		475
82		1
82		3
82		7
82		9
82		21
82		22
82		28
82		50
82		71
82		79
82		81
82		87
82		97
82		99
82		100
82		111
82		112
82		118
82		121
82		125
82		133
82		134
82		168
82		169
82		170
82		175
82		181
82		197
82		211
82		212
82		228
82		230
82		235
82		237
82		238
82		241
82		274
82		283
82		284
82		286
82		288
82		304
82		318
82		326
82		338
82		367
82		409
82		412
82		418
82		424
82		430
82		432
82		435
82		456
82		462
82		473
82		474
82		475
82		483
82		484
82		496
83		2
83		4
83		15
83		25
83		31
83		38
83		50
83		56
83		64
83		66
83		69
83		70
83		71
83		79
83		88
83		111
83		121
83		127
83		151
83		161
83		174
83		191
83		196
83		204
83		225
83		233
83		235
83		240
83		243
83		245
83		248
83		249
83		259
83		274
83		298
83		300
83		319
83		322
83		356
83		371
83		393
83		406
83		409
83		411
83		477
83		479
84		1
84		4
84		15
84		25
84		70
84		79
84		87
84		95
84		98
84		100
84		111
84		117
84		203
84		225
84		245
84		258
84		273
84		274
84		276
84		282
84		286
84		294
84		300
84		317
84		318
84		408
84		411
84		466
84		477
84		486
85		9
85		10
85		14
85		23
85		27
85		28
85		30
85		42
85		50
85		52
85		57
85		64
85		65
85		69
85		79
85		82
85		87
85		99
85		100
85		121
85		132
85		134
85		135
85		136
85		141
85		143
85		150
85		152
85		153
85		161
85		162
85		168
85		170
85		172
85		173
85		174
85		180
85		181
85		182
85		186
85		188
85		190
85		191
85		193
85		194
85		195
85		196
85		197
85		204
85		205
85		210
85		221
85		222
85		229
85		230
85		231
85		232
85		238
85		246
85		258
85		270
85		281
85		284
85		291
85		301
85		310
85		313
85		316
85		319
85		325
85		328
85		333
85		345
85		357
85		378
85		385
85		393
85		405
85		412
85		416
85		419
85		423
85		428
85		432
85		435
85		447
85		458
85		462
85		465
85		474
85		476
85		478
85		481
85		482
85		483
85		485
85		495
85		496
86		242
86		259
86		269
86		270
86		304
86		326
86		328
86		338
87		13
87		21
87		22
87		27
87		38
87		47
87		48
87		49
87		50
87		56
87		62
87		66
87		72
87		80
87		89
87		94
87		100
87		111
87		121
87		127
87		128
87		132
87		134
87		144
87		152
87		153
87		158
87		167
87		172
87		174
87		179
87		180
87		181
87		188
87		194
87		195
87		199
87		202
87		204
87		216
87		222
87		228
87		230
87		232
87		235
87		252
87		273
87		281
87		297
87		321
87		323
87		372
87		396
87		405
87		410
87		414
87		423
87		427
87		433
87		435
87		449
87		451
87		472
87		476
87		477
87		496
88		286
88		300
88		308
88		311
88		313
88		319
88		326
88		354
89		1
89		7
89		13
89		15
89		25
89		49
89		50
89		66
89		86
89		88
89		100
89		107
89		111
89		137
89		173
89		181
89		187
89		202
89		222
89		235
89		236
89		237
89		240
89		269
89		275
89		301
89		321
89		402
89		405
89		451
89		475
90		8
90		10
90		18
90		19
90		20
90		23
90		26
90		52
90		56
90		57
90		59
90		60
90		64
90		65
90		69
90		70
90		89
90		97
90		117
90		126
90		127
90		133
90		134
90		135
90		136
90		137
90		141
90		151
90		153
90		154
90		156
90		162
90		170
90		171
90		174
90		175
90		192
90		193
90		194
90		196
90		198
90		208
90		209
90		211
90		212
90		215
90		216
90		218
90		220
90		221
90		223
90		234
90		242
90		268
90		270
90		273
90		275
90		276
90		285
90		286
90		300
90		302
90		303
90		306
